6.212065237447799149e-01,-4.987581733745779511e-01,6.323274928964163211e-01,-8.414109236184330598e-01,-6.625712912625069118e-01,-9.959799607814823208e-01,-9.184088060335413584e-01,-1.381174696424723791e+00,-1.405123952953877708e+00,2.208998703701471333e-01,1.322462911480349224e+00,0.000000000000000000e+00
4.735095979014563583e-01,-1.027446948033386986e+00,3.625089977548165421e-01,-8.941018952846898626e-01,-4.738369968647762054e-01,-7.358786886990690279e-01,-7.118310642877733185e-01,-9.732167346148598019e-01,-2.130288688173844480e-01,7.107610299351597716e-01,3.429670604755958307e-01,0.000000000000000000e+00
-4.865204200801505063e-01,-1.144933342402010945e+00,5.648728691110166400e-01,-8.308727292851816326e-01,-3.659888286375013178e-01,9.287694526283758467e-01,4.587761389382465915e-01,-1.245188709154781748e+00,2.045677606388602854e+00,-5.902079223843194333e-02,1.648961528481934335e+00,1.000000000000000000e+00
-4.865204200801505063e-01,-1.086190145217698744e+00,4.299636215402165562e-01,-8.308727292851816326e-01,-6.895333333193256475e-01,-1.116356357012772138e-01,-7.488302723832129804e-02,-1.177195715519810504e+00,2.261640569171121662e-01,1.509197047180023676e-01,8.327149859779725549e-01,1.000000000000000000e+00
-6.342173459234738964e-01,-2.637853846373297007e-01,4.299636215402165562e-01,-5.358032879541433369e-01,-5.277610809784135659e-01,-5.798179254496210744e-01,-2.470311453597948126e-01,-1.245188709154781748e+00,-2.757707153508855424e-01,-1.248683608324892225e+00,5.062163689763875540e-01,1.000000000000000000e+00
2.519642091364697190e-01,1.850969713997906219e+00,-1.188947349309382506e+00,-8.308727292851816326e-01,4.428724330670595899e-01,-2.676963989507252228e-01,8.891464342419301836e-01,-3.952762887175303996e-01,-1.028672873752882078e+00,-1.290009578905767229e-01,-8.814027532803467846e-01,0.000000000000000000e+00
-4.342964255017794234e-02,-2.050421874530174993e-01,2.950543739694165279e-01,-7.254907859526680269e-01,-6.625712912625069118e-01,3.565466540470666468e-01,-4.045340361402659929e-02,-1.449167690059694813e+00,-7.149636410853822399e-01,1.270602355152317342e+00,1.567336874231538557e+00,1.000000000000000000e+00
-1.077308123453446509e+00,-4.987581733745779511e-01,-7.842196065969826435e-01,2.003901546359436736e+00,-3.659888286375013178e-01,-4.237571622001731209e-01,1.078509364175550989e+00,4.546361317196832008e-01,9.790662153191086459e-01,-1.108723277020602804e+00,-1.467808650267823922e-01,0.000000000000000000e+00
3.041882037148381512e-02,-4.400149761902658052e-01,7.672367404672163493e-01,-7.887199519521761459e-01,6.046446854079715605e-01,-4.757774166166557905e-01,1.144799026952995624e-01,-1.483164186877180324e+00,-1.502870222838861014e-01,-7.588224487598793644e-01,1.975460145483519225e+00,0.000000000000000000e+00
-5.603688830018122013e-01,2.061601928371671610e-01,-5.818557352407827121e-01,-8.893571291574749876e-03,-1.772545342397706669e-01,-2.676963989507252228e-01,5.620650098111306114e-01,-4.972657791700247354e-01,1.634222103836138473e-01,-1.248683608324892225e+00,-3.100301735275742265e-01,0.000000000000000000e+00
-2.649750313151639225e-01,-9.687037508490747850e-01,2.275997501840165416e-01,-9.319912595758576834e-02,2.541381386693286060e-01,9.644538196465340940e-02,5.792798216232779573e-01,4.667816990981915604e-02,9.163243687856075237e-01,-3.389414548470109922e-01,-4.732794820283660053e-01,0.000000000000000000e+00
-4.865204200801505063e-01,-6.162445677432021318e-01,-1.771279925283832102e-01,-9.151782839511926060e-01,2.811001807261472862e-01,4.605871628800319861e-01,1.316947145074469083e-01,-1.177195715519810504e+00,7.908406757186080549e-01,3.608602016744359431e-01,5.062163689763875540e-01,1.000000000000000000e+00
-7.819142717667981746e-01,-2.881259590008139818e-02,-1.930948210948781885e+00,-8.941018952846898626e-01,1.732520124988724541e-01,-5.961538128479457188e-02,6.283546725885751083e-02,-4.972657791700247354e-01,3.793851731661440629e-02,8.093953906585761582e-02,-1.044652061781139896e+00,0.000000000000000000e+00
-6.342173459234738964e-01,-5.575013705588900415e-01,-5.144011114553828090e-01,2.018703153734526523e-01,-4.738369968647762054e-01,-1.636558901177598835e-01,1.316947145074469083e-01,-1.551157180512189093e+00,3.793851731661440629e-02,-2.689612891948662821e-01,1.812210836982726114e+00,1.000000000000000000e+00
-9.296111976101223418e-01,-4.987581733745779511e-01,-2.445826163137828635e-01,-1.353519032905912689e-01,1.462899704420537184e-01,4.442512754817073972e-02,1.457235224042792598e+00,5.226291253546542226e-01,2.986805304391097149e+00,1.270602355152317342e+00,-3.100301735275742265e-01,0.000000000000000000e+00
-4.126719571584880897e-01,1.087308150601848711e+00,-2.445826163137828635e-01,-8.893571291574749876e-03,6.540384427159759428e-02,-4.757774166166557905e-01,-1.953867099233527471e-01,1.268167309233363300e-02,3.516477499841115795e-01,-1.108723277020602804e+00,-1.126276716031535896e+00,0.000000000000000000e+00
